SKU,qty,price
RG045 PLUS,25,31.05
RG045 PLUS,50,29.2
RG045 PLUS,75,27.35
BA650,1,37.55
BA650,15,36.50
BA650,25,34.45
BA650,50,32.35
BA650,75,30.25
TL560,1,37.45
TL560,15,36.40
TL560,25,34.35
TL560,50,32.25
TL560,75,30.20
SX069,1,37.30
SX069,15,36.25
SX069,25,34.20
SX069,50,32.10
SX069,75,30.05
TRW497,1,33.4
TRW497,15,32.45
TRW497,25,30.6
TRW497,50,28.8
TRW497,75,26.95
LV622,1,37.10
LV622,15,36.05
LV622,25,34.00
LV622,50,31.95
LV622,75,29.90
PW003,1,36.90
PW003,15,35.90
PW003,25,33.85
PW003,50,31.80
PW003,75,29.75
SX025,1,36.90
SX025,15,35.90
SX025,25,33.85
SX025,50,31.80
SX025,75,29.75
R223X,1,36.90
R223X,15,35.90
R223X,25,33.85
R223X,50,31.80
R223X,75,29.75
SX066,1,36.85
SX066,15,35.80
SX066,25,33.75
SX066,50,31.70
SX066,75,29.70
584,1,36.65
584,15,35.60
584,25,33.60
584,50,31.55
584,75,29.50
YK074,1,36.55
YK074,15,35.55
YK074,25,33.50
YK074,50,31.50
YK074,75,29.45
SX007,1,36.55
SX007,15,35.55
SX007,25,33.50
SX007,50,31.50
SX007,75,29.45
SX008,1,36.55
SX008,15,35.55
SX008,25,33.50
SX008,50,31.50
SX008,75,29.45
J717M,1,36.40
J717M,15,35.35
J717M,25,33.35
J717M,50,31.35
J717M,75,29.30
SX098,1,36.10
SX098,15,35.10
SX098,25,33.10
SX098,50,31.10
SX098,75,29.10
AD029,1,39.90
AD029,15,35.95
AD029,25,34.95
AD029,50,33.95
AD029,75,32.95
J961M,1,39.90
J961M,15,35.95
J961M,25,34.95
J961M,50,33.95
J961M,75,32.95
BG578,1,39.80
BG578,15,35.85
BG578,25,34.85
BG578,50,33.85
BG578,75,32.85
GM077,1,39.80
GM077,15,35.85
GM077,25,34.85
GM077,50,33.85
GM077,75,32.85
GM084,1,39.80
GM084,15,35.85
GM084,25,34.85
GM084,50,33.85
GM084,75,32.85
YK031,1,39.80
YK031,15,35.85
YK031,25,34.85
YK031,50,33.85
YK031,75,32.85
YK032,1,39.80
YK032,15,35.85
YK032,25,34.85
YK032,50,33.85
YK032,75,32.85
PW065,1,39.60
PW065,15,35.65
PW065,25,34.65
PW065,50,33.70
PW065,75,32.70
RE67A,1,39.50
RE67A,15,35.55
RE67A,25,34.60
RE67A,50,33.60
RE67A,75,32.60
J962M,1,39.30
J962M,15,35.40
J962M,25,34.40
J962M,50,33.45
J962M,75,32.45
JH052,1,39.30
JH052,15,35.40
JH052,25,34.40
JH052,50,33.45
JH052,75,32.45
XQ004,1,39.30
XQ004,15,35.40
XQ004,25,34.40
XQ004,50,33.45
XQ004,75,32.45
QD615,1,39.20
QD615,15,35.30
QD615,25,34.30
QD615,50,33.35
QD615,75,32.35
QD906,1,39.20
QD906,15,35.30
QD906,25,34.30
QD906,50,33.35
QD906,75,32.35
QS270,1,39.20
QS270,15,35.30
QS270,25,34.30
QS270,50,33.35
QS270,75,32.35
KK116,1,39.20
KK116,15,35.30
KK116,25,34.30
KK116,50,33.35
KK116,75,32.35
KK139,1,39.20
KK139,15,35.30
KK139,25,34.30
KK139,50,33.35
KK139,75,32.35
RG045,1,35.3
RG045,15,31.8
RG045,25,30.9
RG045,50,30.05
RG045,75,29.15
RG089,1,35.3
RG089,15,31.8
RG089,25,30.9
RG089,50,30.05
RG089,75,29.15
RG244,1,35.3
RG244,15,31.8
RG244,25,30.9
RG244,50,30.05
RG244,75,29.15
RG245,1,35.3
RG245,15,31.8
RG245,25,30.9
RG245,50,30.05
RG245,75,29.15
TRA858,1,35.3
TRA858,15,31.8
TRA858,25,30.9
TRA858,50,30.05
TRA858,75,29.15
J715M,1,39.20
J715M,15,35.30
J715M,25,34.30
J715M,50,33.35
J715M,75,32.35
DE92,1,38.95
DE92,15,35.05
DE92,25,34.10
DE92,50,33.10
DE92,75,32.15
01436,1,38.70
01436,15,34.85
01436,25,33.90
01436,50,32.90
01436,75,31.95
01437,1,38.70
01437,15,34.85
01437,25,33.90
01437,50,32.90
01437,75,31.95
R311X,1,38.50
R311X,15,34.65
R311X,25,33.70
R311X,50,32.75
R311X,75,31.80
SX070,1,38.50
SX070,15,34.65
SX070,25,33.70
SX070,50,32.75
SX070,75,31.80
46600,1,38.50
46600,15,34.65
46600,25,33.70
46600,50,32.75
46600,75,31.75
46800,1,38.50
46800,15,34.65
46800,25,33.70
46800,50,32.75
46800,75,31.75
J002M,1,38.40
J002M,15,34.60
J002M,25,33.60
J002M,50,32.65
J002M,75,31.70
R193M,1,38.30
R193M,15,34.50
R193M,25,33.55
R193M,50,32.60
R193M,75,31.60
R221M,1,38.30
R221M,15,34.50
R221M,25,33.55
R221M,50,32.60
R221M,75,31.60
J962F,1,38.00
J962F,15,34.20
J962F,25,33.25
J962F,50,32.30
J962F,75,31.35
J710F,1,38.00
J710F,15,34.20
J710F,25,33.25
J710F,50,32.30
J710F,75,31.35
J710M,1,38.00
J710M,15,34.20
J710M,25,33.25
J710M,50,32.30
J710M,75,31.35
QS285,1,37.90
QS285,15,34.15
QS285,25,33.20
QS285,50,32.25
QS285,75,31.30
59100,1,37.65
59100,15,33.90
59100,25,32.95
59100,50,32.00
59100,75,31.05
QD080,1,37.40
QD080,15,33.70
QD080,25,32.75
QD080,50,31.80
QD080,75,30.90
KB482,1,37.30
KB482,15,33.60
KB482,25,32.65
KB482,50,31.75
KB482,75,30.80
BR106,1,37.25
BR106,15,33.55
BR106,25,32.60
BR106,50,31.70
BR106,75,30.75
BG650,1,37.10
BG650,15,33.40
BG650,25,32.50
BG650,50,31.55
BG650,75,30.65
EA051,1,37.10
EA051,15,33.40
EA051,25,32.50
EA051,50,31.55
EA051,75,30.65
R344X,1,36.90
R344X,15,33.25
R344X,25,32.30
R344X,50,31.40
R344X,75,30.45
HB729,1,36.90
HB729,15,33.25
HB729,25,32.30
HB729,50,31.40
HB729,75,30.45
R127A,1,36.90
R127A,15,33.25
R127A,25,32.30
R127A,50,31.40
R127A,75,30.45
R160J,1,36.90
R160J,15,33.25
R160J,25,32.30
R160J,50,31.40
R160J,75,30.45
R195J,1,36.90
R195J,15,33.25
R195J,25,32.30
R195J,50,31.40
R195J,75,30.45
RG128,1,33.05
RG128,15,29.75
RG128,25,28.95
RG128,50,28.1
RG128,75,27.3
QD613,1,36.60
QD613,15,32.95
QD613,25,32.05
QD613,50,31.15
QD613,75,30.20
KK115,1,36.60
KK115,15,32.95
KK115,25,32.05
KK115,50,31.15
KK115,75,30.20
JH100,1,36.60
JH100,15,32.95
JH100,25,32.05
JH100,50,31.15
JH100,75,30.20
59000,1,36.50
59000,15,32.85
59000,25,31.95
59000,50,31.00
59000,75,30.10
46603,1,36.45
46603,15,32.80
46603,25,31.90
46603,50,31.00
46603,75,30.05
R128X,1,36.30
R128X,15,32.70
R128X,25,31.80
R128X,50,30.90
R128X,75,29.95
BR104,1,35.95
BR104,15,32.35
BR104,25,31.45
BR104,50,30.55
BR104,75,29.65
01171,1,35.95
01171,15,32.35
01171,25,31.45
01171,50,30.55
01171,75,29.65
J946M,1,35.90
J946M,15,32.35
J946M,25,31.45
J946M,50,30.55
J946M,75,29.65
J963M,1,35.70
J963M,15,32.15
J963M,25,31.25
J963M,50,30.35
J963M,75,29.50
R323X,1,35.70
R323X,15,32.15
R323X,25,31.25
R323X,50,30.35
R323X,75,29.50
R111F,1,35.70
R111F,15,32.15
R111F,25,31.25
R111F,50,30.35
R111F,75,29.50
R111M,1,35.70
R111M,15,32.15
R111M,25,31.25
R111M,50,30.35
R111M,75,29.50
LV340,1,35.50
LV340,15,31.95
LV340,25,31.10
LV340,50,30.20
LV340,75,29.30
PW169,1,35.50
PW169,15,31.95
PW169,25,31.10
PW169,50,30.20
PW169,75,29.30
J013M,1,35.40
J013M,15,31.90
J013M,25,31.00
J013M,50,30.10
J013M,75,29.25
266F,1,35.40
266F,15,31.90
266F,25,31.00
266F,50,30.10
266F,75,29.25
266M,1,35.40
266M,15,31.90
266M,25,31.00
266M,50,30.10
266M,75,29.25
QD612,1,35.30
QD612,15,31.80
QD612,25,30.90
QD612,50,30.05
QD612,75,29.15
KK105 PLUS,1,35.30
KK105 PLUS,15,31.80
KK105 PLUS,25,30.90
KK105 PLUS,50,30.05
KK105 PLUS,75,29.15
SX055,1,35.30
SX055,15,31.80
SX055,25,30.90
SX055,50,30.05
SX055,75,29.15
SS826,1,30.05
SS826,15,27.05
SS826,25,26.3
SS826,50,25.55
SS826,75,24.8
YK041,1,35.20
YK041,15,31.70
YK041,25,30.80
YK041,50,29.95
YK041,75,29.05
02014,1,34.90
02014,15,31.45
02014,25,30.55
02014,50,29.70
02014,75,28.80
02015,1,34.90
02015,15,31.45
02015,25,30.55
02015,50,29.70
02015,75,28.80
J916M,1,34.80
J916M,15,31.35
J916M,25,30.45
J916M,50,29.60
J916M,75,28.75
J918M,1,34.80
J918M,15,31.35
J918M,25,30.45
J918M,50,29.60
J918M,75,28.75
J946F,1,34.80
J946F,15,31.35
J946F,25,30.45
J946F,50,29.60
J946F,75,28.75
J963F,1,34.80
J963F,15,31.35
J963F,25,30.45
J963F,50,29.60
J963F,75,28.75
J716M,1,34.80
J716M,15,31.35
J716M,25,30.45
J716M,50,29.60
J716M,75,28.75
ST981,1,34.60
ST981,15,31.15
ST981,25,30.30
ST981,50,29.45
ST981,75,28.55
SX003,1,34.60
SX003,15,31.15
SX003,25,30.30
SX003,50,29.45
SX003,75,28.55
BR105,1,34.60
BR105,15,31.15
BR105,25,30.30
BR105,50,29.40
BR105,75,28.55
2885,1,34.55
2885,15,31.10
2885,25,30.25
2885,50,29.40
2885,75,28.50
BG255,1,34.50
BG255,15,31.05
BG255,25,30.20
BG255,50,29.35
BG255,75,28.50
YK030,1,34.50
YK030,15,31.05
YK030,25,30.20
YK030,50,29.35
YK030,75,28.50
DE92S,1,34.45
DE92S,15,31.00
DE92S,25,30.15
DE92S,50,29.30
DE92S,75,28.45
RX220 PLUS,1,34.30
RX220 PLUS,15,30.90
RX220 PLUS,25,30.05
RX220 PLUS,50,29.20
RX220 PLUS,75,28.30
PR660,1,29.1
PR660,15,26.2
PR660,25,25.5
PR660,50,24.75
PR660,75,24.05
PR530,1,34.20
PR520,1,34.20
PW100,1,34.20
PW100,15,30.80
PW100,25,29.95
PW100,50,29.10
PW100,75,28.25
R207J,1,34.20
R207J,15,30.80
R207J,25,29.95
R207J,50,29.10
R207J,75,28.25
RE45A,1,34.20
RE45A,15,30.80
RE45A,25,29.95
RE45A,50,29.10
RE45A,75,28.25
RE88J,1,34.20
RE88J,15,30.80
RE88J,25,29.95
RE88J,50,29.10
RE88J,75,28.25
RS209,1,34.20
RS209,15,30.80
RS209,25,29.95
RS209,50,29.10
RS209,75,28.25
RS316,1,34.20
RS316,15,30.80
RS316,25,29.95
RS316,50,29.10
RS316,75,28.25
SX044,1,34.10
SX044,15,30.70
SX044,25,29.85
SX044,50,29.00
SX044,75,28.15
RG154,1,30.7
RG154,15,27.65
RG154,25,26.9
RG154,50,26.1
RG154,75,25.35
RG155,1,30.7
RG155,15,27.65
RG155,25,26.9
RG155,50,26.1
RG155,75,25.35
BG655,1,34.00
BG655,15,30.60
BG655,25,29.75
BG655,50,28.90
BG655,75,28.05
QS277,1,34.00
QS277,15,30.60
QS277,25,29.75
QS277,50,28.90
QS277,75,28.05
J916F,1,34.00
J916F,15,30.60
J916F,25,29.75
J916F,50,28.90
J916F,75,28.05
J947M,1,34.00
J947M,15,30.60
J947M,25,29.75
J947M,50,28.90
J947M,75,28.05
281M,1,34.00
281M,15,30.60
281M,25,29.75
281M,50,28.90
281M,75,28.05
JH021,1,34.00
JH021,15,30.60
JH021,25,29.75
JH021,50,28.90
JH021,75,28.05
JH051,1,34.00
JH051,15,30.60
JH051,25,29.75
JH051,50,28.90
JH051,75,28.05
880M,1,34.00
880M,15,30.60
880M,25,29.75
880M,50,28.90
880M,75,28.05
RG038,1,30.6
RG038,15,27.55
RG038,25,26.8
RG038,50,26.05
RG038,75,25.25
RG073,1,30.6
RG073,15,27.55
RG073,25,26.8
RG073,50,26.05
RG073,75,25.25
RG252,1,30.6
RG252,15,27.55
RG252,25,26.8
RG252,50,26.05
RG252,75,25.25
J918F,1,33.80
J918F,15,30.45
J918F,25,29.60
J918F,50,28.75
J918F,75,27.90
BG613,1,33.60
BG613,15,30.25
BG613,25,29.40
BG613,50,28.60
BG613,75,27.75
J919M,1,33.60
J919M,15,30.25
J919M,25,29.40
J919M,50,28.60
J919M,75,27.75
DF54,1,33.40
DF54,15,30.05
DF54,25,29.20
DF54,50,28.40
DF54,75,27.55
ST173,1,33.30
ST173,15,30.00
ST173,25,29.15
ST173,50,28.35
ST173,75,27.50
ST955,1,33.30
ST955,15,30.00
ST955,25,29.15
ST955,50,28.35
ST955,75,27.50
BR110,1,33.30
BR110,15,29.95
BR110,25,29.15
BR110,50,28.30
BR110,75,27.45
J917M,1,33.20
J917M,15,29.90
J917M,25,29.05
J917M,50,28.25
J917M,75,27.40
J947F,1,33.20
J947F,15,29.90
J947F,25,29.05
J947F,50,28.25
J947F,75,27.40
PW303,1,33.00
PW303,15,29.70
PW303,25,28.90
PW303,50,28.05
PW303,75,27.25
R337X,1,33.00
R337X,15,29.70
R337X,25,28.90
R337X,50,28.05
R337X,75,27.25
R340X,1,33.00
R340X,15,29.70
R340X,25,28.90
R340X,50,28.05
R340X,75,27.25
PW011,1,33.00
PW011,15,29.70
PW011,25,28.90
PW011,50,28.05
PW011,75,27.25
LV330,1,33.00
LV330,15,29.70
LV330,25,28.90
LV330,50,28.05
LV330,75,27.25
R121J,1,33.00
R121J,15,29.70
R121J,25,28.90
R121J,50,28.05
R121J,75,27.25
R315X,1,33.00
R315X,15,29.70
R315X,25,28.90
R315X,50,28.05
R315X,75,27.25
RS206,1,33.00
RS206,15,29.70
RS206,25,28.90
RS206,50,28.05
RS206,75,27.25
HB722,1,32.90
HB722,15,29.65
HB722,25,28.80
HB722,50,28.00
HB722,75,27.15
KK109 PLUS,1,32.80
KK109 PLUS,15,29.55
KK109 PLUS,25,28.70
KK109 PLUS,50,27.90
KK109 PLUS,75,27.10
QD057,1,32.70
QD057,15,29.45
QD057,25,28.65
QD057,50,27.80
QD057,75,27.00
KK351 PLUS,1,32.70
KK351 PLUS,15,29.45
KK351 PLUS,25,28.65
KK351 PLUS,50,27.80
KK351 PLUS,75,27.00
GD058 PLUS,1,27.8
GD058 PLUS,15,25.05
GD058 PLUS,25,24.4
GD058 PLUS,50,23.65
GD058 PLUS,75,22.95
46601,1,32.65
46601,15,29.40
46601,25,28.55
46601,50,27.75
46601,75,26.95
46801,1,32.65
46801,15,29.40
46801,25,28.55
46801,50,27.75
46801,75,26.95
PR695,1,27.55
PR695,15,24.85
PR695,25,24.1
PR695,50,23.45
PR695,75,22.75
SX083,1,32.40
SX083,15,29.20
SX083,25,28.35
SX083,50,27.55
SX083,75,26.75
J922M,1,32.30
J922M,15,29.10
J922M,25,28.30
J922M,50,27.50
J922M,75,26.65
J932M,1,32.30
J932M,15,29.10
J932M,25,28.30
J932M,50,27.50
J932M,75,26.65
PW028,1,32.20
PW028,15,29.00
PW028,25,28.20
PW028,50,27.40
PW028,75,26.60
47700,1,32.15
47700,15,28.95
47700,25,28.15
47700,50,27.35
47700,75,26.50
J917F,1,32.10
J917F,15,28.90
J917F,25,28.10
J917F,50,27.30
J917F,75,26.50
SX010,1,32.10
SX010,15,28.90
SX010,25,28.10
SX010,50,27.30
SX010,75,26.50
ST153,1,32.00
ST153,15,28.80
ST153,25,28.00
ST153,50,27.20
ST153,75,26.40
BR097,1,31.95
BR097,15,28.75
BR097,25,27.95
BR097,50,27.15
BR097,75,26.35
KK189,1,31.90
KK189,15,28.75
KK189,25,27.95
KK189,50,27.15
KK189,75,26.35
KK190,1,31.90
KK190,15,28.75
KK190,25,27.95
KK190,50,27.15
KK190,75,26.35
BG095,1,31.80
BG095,15,28.65
BG095,25,27.85
BG095,50,27.05
BG095,75,26.25
BG620,1,31.80
BG620,15,28.65
BG620,25,27.85
BG620,50,27.05
BG620,75,26.25
BG815,1,31.80
BG815,15,28.65
BG815,25,27.85
BG815,50,27.05
BG815,75,26.25
R342F,1,31.70
R342F,15,28.55
R342F,25,27.75
R342F,50,26.95
R342F,75,26.20
R342M,1,31.70
R342M,15,28.55
R342M,25,27.75
R342M,50,26.95
R342M,75,26.20
R347X,1,31.70
R347X,15,28.55
R347X,25,27.75
R347X,50,26.95
R347X,75,26.20
PW302,1,31.70
PW302,15,28.55
PW302,25,27.75
PW302,50,26.95
PW302,75,26.20
PR690,1,26.95
PR690,15,24.3
PR690,25,23.6
PR690,50,22.95
PR690,75,22.3
PW027,1,31.70
PW027,15,28.55
PW027,25,27.75
PW027,50,26.95
PW027,75,26.20
HB510,1,31.60
HB510,15,28.45
HB510,25,27.65
HB510,50,26.90
HB510,75,26.10
PR698,1,26.9
PR698,15,24.2
PR698,25,23.55
PR698,50,22.9
PR698,75,22.2
LV338,1,31.60
LV338,15,28.45
LV338,25,27.65
LV338,50,26.90
LV338,75,26.10
LV335,1,31.60
LV335,15,28.45
LV335,25,27.65
LV335,50,26.90
LV335,75,26.10
LV550,1,31.60
LV550,15,28.45
LV550,25,27.65
LV550,50,26.90
LV550,75,26.10
R233J,1,31.60
R233J,15,28.45
R233J,25,27.65
R233J,50,26.90
R233J,75,26.10
RE44A,1,31.60
RE44A,15,28.45
RE44A,25,27.65
RE44A,50,26.90
RE44A,75,26.10
RS317,1,31.60
RS317,15,28.45
RS317,25,27.65
RS317,50,26.90
RS317,75,26.10
J960M,1,31.60
J960M,15,28.45
J960M,25,27.65
J960M,50,26.85
J960M,75,26.10
44002 PLUS,1,31.60
44002 PLUS,15,28.45
44002 PLUS,25,27.65
44002 PLUS,50,26.85
44002 PLUS,75,26.05
281F,1,31.50
281F,15,28.35
281F,25,27.60
281F,50,26.80
281F,75,26.00
BG853,1,31.30
BG853,15,28.20
BG853,25,27.40
BG853,50,26.65
BG853,75,25.85
QD610,1,31.30
QD610,15,28.20
QD610,25,27.40
QD610,50,26.65
QD610,75,25.85
QX640,1,31.30
QX640,15,28.20
QX640,25,27.40
QX640,50,26.65
QX640,75,25.85
J932F,1,31.30
J932F,15,28.20
J932F,25,27.40
J932F,50,26.65
J932F,75,25.85
J936M,1,31.30
J936M,15,28.20
J936M,25,27.40
J936M,50,26.65
J936M,75,25.85
J273M,1,31.30
J273M,15,28.20
J273M,25,27.40
J273M,50,26.65
J273M,75,25.85
KK354,1,31.30
KK354,15,28.20
KK354,25,27.40
KK354,50,26.65
KK354,75,25.85
KK355,1,31.30
KK355,15,28.20
KK355,25,27.40
KK355,50,26.65
KK355,75,25.85
RG246,1,28.2
RG246,15,25.4
RG246,25,24.7
RG246,50,24
RG246,75,23.3
BR092,1,31.30
BR092,15,28.15
BR092,25,27.40
BR092,50,26.60
BR092,75,25.80
46000,1,31.25
46000,15,28.15
46000,25,27.35
46000,50,26.60
46000,75,25.80
PR605,1,26.45
PR605,15,23.8
PR605,25,23.2
PR605,50,22.5
PR605,75,21.85
R308X,1,31.10
R308X,15,28.00
R308X,25,27.25
R308X,50,26.45
R308X,75,25.70
SF526,1,31.10
SF526,15,28.00
SF526,25,27.25
SF526,50,26.45
SF526,75,25.70
PR322,1,26.3
PR322,15,23.7
PR322,25,23
PR322,50,22.4
PR322,75,21.7
SS114,1,26.2
SS114,15,23.6
SS114,25,22.95
SS114,50,22.3
SS114,75,21.65
KK188,1,30.70
KK188,15,27.65
KK188,25,26.90
KK188,50,26.10
KK188,75,25.35
PR604,1,26.1
PR604,15,23.55
PR604,25,22.9
PR604,50,22.2
PR604,75,21.55
J960F,1,30.65
J960F,15,27.60
J960F,25,26.80
J960F,50,26.05
J960F,75,25.30
BG628,1,30.60
BG628,15,27.55
BG628,25,26.80
BG628,50,26.05
BG628,75,25.25
BR095,1,30.60
BR095,15,27.55
BR095,25,26.80
BR095,50,26.05
BR095,75,25.25
01624,1,30.55
01624,15,27.50
01624,25,26.75
01624,50,25.95
01624,75,25.20
BG576,1,30.50
BG576,15,27.45
BG576,25,26.70
BG576,50,25.95
BG576,75,25.20
SX054,1,30.50
SX054,15,27.45
SX054,25,26.70
SX054,50,25.95
SX054,75,25.20
SX009,1,30.50
SX009,15,27.45
SX009,25,26.70
SX009,50,25.95
SX009,75,25.20
R341X,1,30.40
R341X,15,27.40
R341X,25,26.60
R341X,50,25.85
R341X,75,25.10
J936F,1,30.40
J936F,15,27.40
J936F,25,26.60
J936F,50,25.85
J936F,75,25.10
PR536,1,25.85
PR536,15,23.3
PR536,25,22.65
PR536,50,22
PR536,75,21.35
PW200,1,30.40
PW200,15,27.40
PW200,25,26.60
PW200,50,25.85
PW200,75,25.10
R132X,1,30.40
R132X,15,27.40
R132X,25,26.60
R132X,50,25.85
R132X,75,25.10
FR903,1,30.40
FR903,15,27.40
FR903,25,26.60
FR903,50,25.85
FR903,75,25.10
R214X,1,30.40
R214X,15,27.40
R214X,25,26.60
R214X,50,25.85
R214X,75,25.10
KK350 PLUS,1,30.30
KK350 PLUS,15,27.30
KK350 PLUS,25,26.55
KK350 PLUS,50,25.80
KK350 PLUS,75,25.00
HB723,1,30.30
HB723,15,27.30
HB723,25,26.55
HB723,50,25.80
HB723,75,25.00
HB725,1,30.30
HB725,15,27.30
HB725,25,26.55
HB725,50,25.80
HB725,75,25.00
H850,1,30.30
H850,15,27.30
H850,25,26.55
H850,50,25.80
H850,75,25.00
SFM28,1,30.30
SFM28,15,27.30
SFM28,25,26.55
SFM28,50,25.80
SFM28,75,25.00
QD520,1,30.20
QD520,15,27.20
QD520,25,26.45
QD520,50,25.70
QD520,75,24.95
KK185,1,30.20
KK185,15,27.20
KK185,25,26.45
KK185,50,25.70
KK185,75,24.95
J937M,1,30.20
J937M,15,27.20
J937M,25,26.45
J937M,50,25.70
J937M,75,24.95
KK789,1,30.20
KK789,15,27.20
KK789,25,26.45
KK789,50,25.70
KK789,75,24.95
B421B,1,30.20
B421B,15,27.20
B421B,25,26.45
B421B,50,25.70
B421B,75,24.95
RV08X,1,30.20
RV08X,15,27.20
RV08X,25,26.45
RV08X,50,25.70
RV08X,75,24.95
46900,1,30.05
46900,15,27.05
46900,25,26.30
46900,50,25.55
46900,75,24.80
47100,1,30.05
47100,15,27.05
47100,25,26.30
47100,50,25.55
47100,75,24.80
KK118,1,30.00
KK118,15,27.00
KK118,25,26.25
KK118,50,25.50
KK118,75,24.75
PR552,1,25.5
PR552,15,22.95
PR552,25,22.35
PR552,50,21.7
PR552,75,21.05
PR555,1,25.5
PR555,15,22.95
PR555,25,22.35
PR555,50,21.7
PR555,75,21.05
PR556,1,25.5
PR556,15,22.95
PR556,25,22.35
PR556,50,21.7
PR556,75,21.05
SS310,1,25.5
SS310,15,22.95
SS310,25,22.35
SS310,50,21.7
SS310,75,21.05
JH014,1,30.00
JH014,15,27.00
JH014,25,26.25
JH014,50,25.50
JH014,75,24.75
80500,1,29.95
80500,15,26.95
80500,25,26.20
80500,50,25.45
80500,75,24.75
HB512,1,29.70
HB512,15,26.75
HB512,25,26.00
HB512,50,25.25
HB512,75,24.55
PW101,1,29.70
PW101,15,26.75
PW101,25,26.00
PW101,50,25.25
PW101,75,24.55
HB720,1,29.70
HB720,15,26.75
HB720,25,26.00
HB720,50,25.25
HB720,75,24.55
J937F,1,29.50
J937F,15,26.55
J937F,25,25.85
J937F,50,25.10
J937F,75,24.35
KK113,1,29.50
KK113,15,26.55
KK113,25,25.85
KK113,50,25.10
KK113,75,24.35
J961F,1,29.45
J961F,15,26.50
J961F,25,25.75
J961F,50,25.05
J961F,75,24.30
KK352,1,29.40
KK352,15,26.50
KK352,25,25.75
KK352,50,25.00
KK352,75,24.30
KK353,1,29.40
KK353,15,26.50
KK353,25,25.75
KK353,50,25.00
KK353,75,24.30
BR090,1,29.30
BR090,15,26.35
BR090,25,25.65
BR090,50,24.90
BR090,75,24.15
BG546,1,29.20
BG546,15,26.30
BG546,25,25.55
BG546,50,24.85
BG546,75,24.10
BG572,1,29.20
BG572,15,26.30
BG572,25,25.55
BG572,50,24.85
BG572,75,24.10
R345X,1,29.10
R345X,15,26.20
R345X,25,25.50
R345X,50,24.75
R345X,75,24.05
PR554,1,24.75
PR554,15,22.3
PR554,25,21.7
PR554,50,21.05
PR554,75,20.45
PR681,1,24.75
PR681,15,22.3
PR681,25,21.7
PR681,50,21.05
PR681,75,20.45
PR683,1,24.75
PR683,15,22.3
PR683,25,21.7
PR683,50,21.05
PR683,75,20.45
PR686,1,24.75
PR686,15,22.3
PR686,25,21.7
PR686,50,21.05
PR686,75,20.45
PR691,1,24.75
PR691,15,22.3
PR691,25,21.7
PR691,50,21.05
PR691,75,20.45
PR514,1,24.75
PR514,15,22.3
PR514,25,21.7
PR514,50,21.05
PR514,75,20.45
PW334,1,29.10
PW334,15,26.20
PW334,25,25.50
PW334,50,24.75
PW334,75,24.05
RX200 PLUS,1,29.10
RX200 PLUS,15,26.20
RX200 PLUS,25,25.50
RX200 PLUS,50,24.75
RX200 PLUS,75,24.05
RX220,1,29.10
RX220,15,26.20
RX220,25,25.50
RX220,50,24.75
RX220,75,24.05
RX550 PLUS,1,29.10
RX550 PLUS,15,26.20
RX550 PLUS,25,25.50
RX550 PLUS,50,24.75
RX550 PLUS,75,24.05
HB515,1,28.90
HB515,15,26.05
HB515,25,25.30
HB515,50,24.60
HB515,75,23.85
HB550 PLUS,1,28.90
HB550 PLUS,15,26.05
HB550 PLUS,25,25.30
HB550 PLUS,50,24.60
HB550 PLUS,75,23.85
HB592,1,28.90
HB592,15,26.05
HB592,25,25.30
HB592,50,24.60
HB592,75,23.85
PR657,1,24.6
PR657,15,22.15
PR657,25,21.55
PR657,50,20.95
PR657,75,20.3
PW025,1,28.90
PW025,15,26.05
PW025,25,25.30
PW025,50,24.60
PW025,75,23.85
HB721,1,28.90
HB721,15,26.05
HB721,25,25.30
HB721,50,24.60
HB721,75,23.85
HB726,1,28.90
HB726,15,26.05
HB726,25,25.30
HB726,50,24.60
HB726,75,23.85
HB728,1,28.90
HB728,15,26.05
HB728,25,25.30
HB728,50,24.60
HB728,75,23.85
PR692,1,24.6
PR692,15,22.15
PR692,25,21.55
PR692,50,20.95
PR692,75,20.3
SX023,1,28.90
SX023,15,26.05
SX023,25,25.30
SX023,50,24.60
SX023,75,23.85
SS824,1,24.6
SS824,15,22.15
SS824,25,21.55
SS824,50,20.95
SS824,75,20.3
LV551,1,28.90
LV551,15,26.05
LV551,25,25.30
LV551,50,24.60
LV551,75,23.85
PW171,1,28.90
PW171,15,26.05
PW171,25,25.30
PW171,50,24.60
PW171,75,23.85
R224J,1,28.90
R224J,15,26.05
R224J,25,25.30
R224J,50,24.60
R224J,75,23.85
QD611,1,28.70
QD611,15,25.85
QD611,25,25.15
QD611,50,24.40
QD611,75,23.70
J923M,1,28.70
J923M,15,25.85
J923M,25,25.15
J923M,50,24.40
J923M,75,23.70
J933M,1,28.70
J933M,15,25.85
J933M,25,25.15
J933M,50,24.40
J933M,75,23.70
J933M PLUS,1,28.70
J933M PLUS,15,25.85
J933M PLUS,25,25.15
J933M PLUS,50,24.40
J933M PLUS,75,23.70
KK105,1,28.70
KK105,15,25.85
KK105,25,25.15
KK105,50,24.40
KK105,75,23.70
RG232,1,25.85
RG232,15,23.3
RG232,25,22.65
RG232,50,22
RG232,75,21.35
JH51J,1,28.70
JH51J,15,25.85
JH51J,25,25.15
JH51J,50,24.40
JH51J,75,23.70
K303,1,28.70
K303,15,25.85
K303,25,25.15
K303,50,24.40
K303,75,23.70
